year	genre	author	shorttitle
39	mystery and detective fiction	Gaines, A. 	 The old must die
39	mystery and detective fiction	Qardner, JE. S. 	 The case of the perjured parrot
39	mystery and detective fiction	Gardner, E. S. 	 The case of the rolling bones
39	mystery and detective fiction	Gardner, E. S. 	 The D.A. draws a circle
39	mystery and detective fiction	Gayle. N. 	 Sinister crag
39	mystery and detective fiction	Gerard. F. 	 Secret sceptre
39	mystery and detective fiction	Gibbs, G. F. 	 The triangle man
39	mystery and detective fiction	Goldman, R. L. 	 Death plays solitaire
39	mystery and detective fiction	Govan, C. N. 	 Murder in the house with the blue eyes
39	mystery and detective fiction	Graeme, B. 	 The mystery of the stolen hats
39	mystery and detective fiction	Greene, J. E. 	 The laughing loon
39	mystery and detective fiction	Gribble. L. R. 	 Tragedy in E flat
39	mystery and detective fiction	Halliday, 8. 	 Dividend on death
39	mystery and detective fiction	Hanson, V. 	 Casual slaughters
39	mystery and detective fiction	Heath, E. 	 Murder in the museum
39	mystery and detective fiction	Heberden, M. v. 	 Death on the door mat
39	mystery and detective fiction	Heyer, G. 	 No wind of blame
39	mystery and detective fiction	Hilton, F. H. 	 Mafiana kid
39	mystery and detective fiction	Howes, R. 	 Death rides a hobby
39	mystery and detective fiction	Howes, R. 	 The nasty name murders
39	mystery and detective fiction	Jones, I. 	 The clue of the hungry corpse
39	mystery and detective fiction	Jones, J. 	 Dirge for a dog
39	mystery and detective fiction	Jones, J. 	 Murder al fresco
39	mystery and detective fiction	Keeler, H. S. 	 The chameleon
39	mystery and detective fiction	Keeler, H. S. 	 The man with the magic eardrums
39	mystery and detective fiction	Keeler, H. S. Y. 	 Cheung
39	mystery and detective fiction	Ketchum, P. 	 Death in the night
39	mystery and detective fiction	King, C. D. 	 Arrogant alibi
39	mystery and detective fiction	King, R. 	 Murder masks Miami
39	mystery and detective fiction	Knight, C. 	 The affair of the black sombrero
39	mystery and detective fiction	Knight, C. 	 The affair on the Painted desert
39	mystery and detective fiction	Koehler, R. P. 	 The doctor's murder case
39	mystery and detective fiction	Latimer. J. 	 Red gardenias
39	mystery and detective fiction	Lefflngwell, A. 	 Some day I'll kill you
39	mystery and detective fiction	Lefflngwell, A. 	 Too like the lightning
39	mystery and detective fiction	Lincoln, J. C. and F. 	 The Ownley inn
39	mystery and detective fiction	Little, C. and G. 	 The black gloves
39	mystery and detective fiction	Long, A. R. 	 The Shakespeare murders
39	mystery and detective fiction	Long, M. 	 Murder between dark and dark
39	mystery and detective fiction	Lowndes, M. A. 	 Reckless Angel
39	mystery and detective fiction	MacQueen, J. H. 	 Death elects a mayor
39	mystery and detective fiction	MacVejgh, S. 	 Grand Central murder
39	mystery and detective fiction	MacVeigh. S. 	 Murder under construction
39	mystery and detective fiction	Mainwarlng, D. 	 No hands on the clock
39	mystery and detective fiction	Marfleld, D. 	 The ghost on the balcony
39	mystery and detective fiction	Marsh, G. T. 	 Vanished men
39	mystery and detective fiction	Marsh, N. 	 Overture to death
39	mystery and detective fiction	Mason, V. 	 The Singapore exile murders
39	mystery and detective fiction	Masterman, w. 5. 	 The secret of the downs
39	mystery and detective fiction	Meade, D. C. 	 Death over her shoulder
39	mystery and detective fiction	Morland, N. 	 Murder at Radio City
39	mystery and detective fiction	Morland, N. 	 A rope for the hanging
39	mystery and detective fiction	Morton, A. 	 Challenge Blue Mask
39	mystery and detective fiction	Mosher. J. S. 	 Liar dice
39	mystery and detective fiction	North, C. 	 Beware of the dog
39	mystery and detective fiction	Oellrichs, I. 	 The Kettel mill mystery
39	mystery and detective fiction	Oellrlchs, I. 	 The man who didn't answer
39	mystery and detective fiction	Olsen, 0. 8. 	 The cat saw murder
39	mystery and detective fiction	Olsen, 0. 8. 	 Death cuts a silhouette
39	mystery and detective fiction	Oppenheim, E. P. 	 A pulpit In the grill room
39	mystery and detective fiction	Oppenheim, E. P. 	 Sir Adam disappeared
39	mystery and detective fiction	Oursler, F. 	 The Creeps
39	mystery and detective fiction	Palmer, J. 	 The man In the purple gown
39	mystery and detective fiction	Pentecost, H. 	 Cancelled In red
39	mystery and detective fiction	Philips, J. P. 	 Death delivers a postcard
39	mystery and detective fiction	Phillpotts, B. 	 Monkshood
39	mystery and detective fiction	Polsky. T. 	 Curtains for the editor
39	mystery and detective fiction	Polsky, T. 	 Curtains for the judge
39	mystery and detective fiction	Pratt, T. 	 Murder goes to the world's fair
39	mystery and detective fiction	Presnell, F. G. 	 Send another coffin
39	mystery and detective fiction	Propper, M. M. 	 Hide the body
39	mystery and detective fiction	Queen, E. 	 The dragon's teeth
39	mystery and detective fiction	Queen, E. 	 New adventures
39	mystery and detective fiction	Ransome, S. 	 Death checks In
39	mystery and detective fiction	Rath, V. 	 Murder with a theme song
39	mystery and detective fiction	Rawson, C. 	 The footprints on the ceiling
39	mystery and detective fiction	Reeves, R. 	 Dead and done for
39	mystery and detective fiction	Reilly, H. 	 All concerned notified
39	mystery and detective fiction	Rellly, H. 	 Dead for a ducat
39	mystery and detective fiction	Reynolds, 6. M. 	 It Is not safe to know
39	mystery and detective fiction	Rodda, C. 	 The theme Is murder
39	mystery and detective fiction	Rohmer, S. 	 The drums of Fu Manchu
39	mystery and detective fiction	Royde-Smith, N. G. 	 The altar-piece
39	mystery and detective fiction	Russell, C. M. 	 The case of the topaz flower
39	mystery and detective fiction	Russell, C. M. 	 The clue of the naked eye
39	mystery and detective fiction	Rutland, H. 	 Knock, murderer, knock
39	mystery and detective fiction	Saxby, C. 	 Death cuts the fllm
39	mystery and detective fiction	Saxton, M. 	 Danger road
39	mystery and detective fiction	Seeley, M. 	 The Crying Sisters
39	mystery and detective fiction	Seifert, A. 	 Deeds 111 done
39	mystery and detective fiction	Selfert, A. 	 Shadows tonight
39	mystery and detective fiction	Sloane, w. M. 	 The edge of running water
39	mystery and detective fiction	Steel, K. 	 Crooked shadow
39	mystery and detective fiction	Steel, K. 	 Judas, Incorporated
39	mystery and detective fiction	Stevens, F. M. 	 Murder on display
39	mystery and detective fiction	Stevenson, B. E. 	 The red carnation
40	historical fiction	Forester, C. S. 	 To the Indies
40	historical fiction	Dratler, J. 	 Ducks in thunder
40	historical fiction	Maseneld, J. 	 Basllissa
40	historical fiction	Eaton, E. S. M. 	 Quietly my captain waits
40	historical fiction	Niven, F. J. 	 Mine Inheritance
40	historical fiction	Gudmundsson, K. 	 winged citadel
40	historical fiction	Bentley, P. E. 	 The power and the glory
40	historical fiction	Brophy, J. 	 Gentleman of Stratford
40	historical fiction	Peeping. N. 	 The man who went back
40	historical fiction	Deeping, H. 	 The shield of love
40	historical fiction	Jordan. H. R. 	 The Swan of Usk
40	historical fiction	Walpole, H. 	 The bright pavilions
40	historical fiction	white, 0. B. 	 Late harvest
40	historical fiction	Hurray, D. L. 	 Tale of three cities
40	historical fiction	Jameson, S. 	 Europe to let
40	historical fiction	Romalns, J. 	 Verdun
40	historical fiction	Murray, D. L. 	 Tale of three cities
40	historical fiction	Dehon, T. 	 Heroic dust
40	historical fiction	Sabatlni, R. 	 Master-at-arms
40	historical fiction	Grane, J. 	 The fugitive
40	historical fiction	Hutchinson, R. C. 	 The tire and the wood
40	historical fiction	Mann, E. 	 The lights go down
40	historical fiction	Stevenson, D. E. 	 The English air
40	historical fiction	Turton, H. 	 Men without doubt
40	historical fiction	Daly, R. N. 	 Broadsides
40	historical fiction	Newcomb, C. 	 Black Are
40	historical fiction	Helch, P. 	 Pinal hosting
40	historical fiction	Grant, J. 	 Life as Carola
40	historical fiction	Murray, D. L. 	 Tale of three cities
40	historical fiction	Hammand. E. B. 	 Road to Rndor
40	historical fiction	Daly, R. w. 	 Broadsides
40	historical fiction	Binns, A. 	 Highty mountain
40	historical fiction	Bojer, J. 	 The king's men
40	historical fiction	Steinberg, M. 	 As a driven leaf
40	historical fiction	Heyer. c. 	 Spanish bride
40	historical fiction	Gibson, J. 	 Patrician street
40	historical fiction	Hindus, M. c. 	 Sons and fathers
40	historical fiction	Dodge, C. 	 The dark stranger
40	historical fiction	Blankfort, M. 	 The brave and the blind
40	historical fiction	Hemingway, E. 	 For whom the bell tolls
40	historical fiction	Regler, G. 	 Great crusade
40	historical fiction	Krey, L. L. 	 0n the long tide
40	historical fiction	Sinclair, H. 	 westward the tide
40	historical fiction	Street, J. H. 	 oh, promised land
40	historical fiction	Zara, L. 	 This land 15 ours
40	historical fiction	Dodge, C. 	 The dark stranger
40	historical fiction	Erskine, J. 	 Give me liberty
40	historical fiction	Seifert, S. 	 River out of Eden
40	historical fiction	Sessler, J. J. 	 Saints and tomahawks
40	historical fiction	Coatsworth, E. J. 	 A toast to the king
40	historical fiction	Dodge, C. 	 The dark stranger
40	historical fiction	Fletcher, I. 	 Raleigh's Eden
40	historical fiction	Graves, R. 	 Sergeant Lamb's America
40	historical fiction	Mason, V. 	 Stars on the sea
40	historical fiction	Ripley, C. 	 Clear for action
40	historical fiction	Roberts, K. L. 	 Oliver wiswell
40	historical fiction	Shaw, M. 	 Inherit the earth
40	historical fiction	Harper, R. S. 	 Trumpet In the wilderness
40	historical fiction	Root, C. 	 An American, sir
40	historical fiction	Derleth. A. H. 	 Bright Journey
40	historical fiction	Putnam, N. 	 The inner voice
40	mystery and detective fiction	Adams, C. P. 	 And sudden death
40	mystery and detective fiction	Adams, C. F. 	 Sabotage
40	mystery and detective fiction	Allan, D. 	 Brandon is missing
40	mystery and detective fiction	Allerton, M. 	 The shadow and the web
40	mystery and detective fiction	Allingham, M. 	 Black plumes
40	mystery and detective fiction	Anderson, w. w. 	 Kill 1, kill
40	mystery and detective fiction	Anson, L. 	 I don't like cats
40	mystery and detective fiction	Anthony, H. 	 Deep valley
40	mystery and detective fiction	Ashbrook, H. 	 Murder comes back
40	mystery and detective fiction	Aveline, C. 	 The double death of Frederic Belot
40	mystery and detective fiction	Bagby, G. A. 	 The corpse wore a wig
40	mystery and detective fiction	Bailey, H. C. 	 Mr Fortune here
40	mystery and detective fiction	Barber, w. A., and 	 Schabelltz, R. FT Murder draws a line
40	mystery and detective fiction	Barbour, R. H. 	 Death In the Virgins
40	mystery and detective fiction	Bechdolt, F. R. 	 Danger on the border
40	mystery and detective fiction	Bellah. J. H. 	 The bones of Napoleon
40	mystery and detective fiction	Benjamin, E. 	 Murder without make-up
40	mystery and detective fiction	Bentley, J. 	 Mr Marlow stops for brandy
40	mystery and detective fiction	Bigelow, J. M. 	 Death is an early riser
40	mystery and detective fiction	Blake. E. 	 Death down East
40	mystery and detective fiction	Blochman, L. G. 	 Hives to burn
40	mystery and detective fiction	Boniface. M. 	 Murder as an ornament
40	mystery and detective fiction	Bonnell. J. F. 	 Death over Sunday
40	mystery and detective fiction	Bonney, J. L. 	 Death by dynamite
40	mystery and detective fiction	Bonney, J. L. 	 Murder without clues
40	mystery and detective fiction	Bowers, D. 	 Deed without a name
40	mystery and detective fiction	Bowers, D. 	 Shadows before
40	mystery and detective fiction	Brand. M. 	 Calling Dr Kildare
40	mystery and detective fiction	Brand, M. 	 The secret of Dr Kildare
40	mystery and detective fiction	Bronson, F. H. 	 Nice people don't kill
40	mystery and detective fiction	Brown, 2. 	 old lover's ghost
40	mystery and detective fiction	Brown, Z. 	 Road to folly
40	mystery and detective fiction	Bruce, L. 	 Case with four clowns
40	mystery and detective fiction	Burnham, D. 	 Last act in Bermuda
40	mystery and detective fiction	Burton, M. 	 Mr Westerby missing
40	mystery and detective fiction	Burton, M. 	 Hritten In dust
40	mystery and detective fiction	Caldwell, A. B. 	 Death rattle
40	mystery and detective fiction	Cameron, D. C. 	 Death at her elbow
40	mystery and detective fiction	Camaron, D. C. 	 Crave without grass
40	mystery and detective fiction	Cameron, E. 	 Malice domestic
40	mystery and detective fiction	Campbell, A. o. 	 They hunted a for
40	mystery and detective fiction	Campbell. H. 	 Three names for murder
40	mystery and detective fiction	Carr, J. D. 	 And so to murder
40	mystery and detective fiction	Carr, J. D. 	 The department of queer complaints
40	mystery and detective fiction	Carr, J. D. 	 The man who could not shudder
40	mystery and detective fiction	Carr, J. D. 	 Nine—and death makes ten
40	mystery and detective fiction	Chambers, w. 	 Bright star of danger
40	mystery and detective fiction	Chambers. w. 	 Dry Tortugas
40	mystery and detective fiction	Chandler, R. 	 Farewell, my lovely
40	mystery and detective fiction	Chanslor, T. 	 Our first murder
40	mystery and detective fiction	Charteris, L. 	 The Saint In Miami
40	mystery and detective fiction	Chase, A. M. 	 No outlet
40	mystery and detective fiction	Christie, A. 	 And then there were none
40	mystery and detective fiction	Christie, A. 	 Sad cypress
40	mystery and detective fiction	Clark, H. C. 	 Murder goes to bank night
40	mystery and detective fiction	Clason, C. B. 	 Poison jasmine
40	mystery and detective fiction	Clements, E. H. 	 Let him die
40	mystery and detective fiction	Cohen. 0. R. 	 Romance In crimson
40	mystery and detective fiction	Cole, 6. D. H. and M. I. 	 Greek tragedy
40	mystery and detective fiction	Cole, 6. D. H. and M. I. 	 The murder at the munition works
40	mystery and detective fiction	Coxe, G. H. 	 The glass triangle
40	mystery and detective fiction	Coxe, G. H. 	 The lady Is afraid
40	mystery and detective fiction	Crofts, F. H. 	 Golden ashes
40	mystery and detective fiction	Cunningham, A. B. 	 Murder at the school house
40	mystery and detective fiction	Cunningham, L. A. 	 The sign of the Burning Ship
40	mystery and detective fiction	Cushman, C. 	 I wanted to murder
40	mystery and detective fiction	Daly, E. 	 Deadly nightshade
40	mystery and detective fiction	Daly, E. 	 Unexpected night
40	mystery and detective fiction	Darby, R. 	 Death conducts a tour
40	mystery and detective fiction	Davis, F. C. 	 The graveyard never closes
40	mystery and detective fiction	Dawson, C. 8. 	 The lady wept alone
40	mystery and detective fiction	Day-Lewis. C. 	 The summer camp mystery
40	mystery and detective fiction	Dean, E. 	 Murder Is a serious business
40	mystery and detective fiction	Dean, R. 0. 	 Murder by marriage
